run_id,solver_hash,model,bc_phason,Omega,k,V,r,status,delta_pen
20260906-125819,7cfda8cdc7345f93,C,free,1.0000000000e+03,2.144725245566e+03,4.662601897690e-01,3.249170e-05,resolved_min,1.291110e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,1.0000000000e-03,2.144536483309e-03,4.663012300247e-01,3.298854e-10,resolved_min,1.292032e+03
20260906-125819,7cfda8cdc7345f93,C,clamped,1.1220184543e-03,2.406209562352e-03,4.663012199176e-01,3.921164e-10,resolved_min,1.151525e+03
20260906-125819,7cfda8cdc7345f93,C,clamped,1.2589254118e-03,2.699811592624e-03,4.663012097710e-01,4.657853e-10,resolved_min,1.026297e+03
20260906-125819,7cfda8cdc7345f93,C,clamped,1.4125375446e-03,3.029238504108e-03,4.663011983728e-01,5.535099e-10,resolved_min,9.146881e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.5848931925e-03,3.398861588994e-03,4.663011867248e-01,6.576056e-10,resolved_min,8.152165e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.7782794100e-03,3.813585525439e-03,4.663011746234e-01,7.813979e-10,resolved_min,7.265623e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.9952623150e-03,4.278913460329e-03,4.663011611400e-01,9.284985e-10,resolved_min,6.475492e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,2.2387211386e-03,4.801020007256e-03,4.663011475030e-01,1.103200e-09,resolved_min,5.771287e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,2.5118864315e-03,5.386833214494e-03,4.663011330573e-01,1.310708e-09,resolved_min,5.143664e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,2.8183829313e-03,6.044126479541e-03,4.663011174244e-01,1.557285e-09,resolved_min,4.584294e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,3.1622776602e-03,6.781621697381e-03,4.663011004270e-01,1.850088e-09,resolved_min,4.085755e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,3.5481338923e-03,7.609104977751e-03,4.663010830723e-01,2.198130e-09,resolved_min,3.641432e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,3.9810717055e-03,8.537556543847e-03,4.663010646066e-01,2.611277e-09,resolved_min,3.245429e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,4.4668359215e-03,9.579296399785e-03,4.663010449922e-01,3.102316e-09,resolved_min,2.892491e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,5.0118723363e-03,1.074814782197e-02,4.663010240730e-01,3.685406e-09,resolved_min,2.577934e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,5.6234132519e-03,1.205962077260e-02,4.663010021577e-01,4.377966e-09,resolved_min,2.297585e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,6.3095734448e-03,1.353111774144e-02,4.663009786309e-01,5.200558e-09,resolved_min,2.047724e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,7.0794578438e-03,1.518216460247e-02,4.663009543902e-01,6.177634e-09,resolved_min,1.825035e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,7.9432823472e-03,1.703466983554e-02,4.663009276921e-01,7.337924e-09,resolved_min,1.626564e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,8.9125093813e-03,1.911321505252e-02,4.663009000238e-01,8.715892e-09,resolved_min,1.449676e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.0000000000e-02,2.144538136508e-02,4.663008705587e-01,1.035210e-08,resolved_min,1.292024e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.1220184543e-02,2.406211525171e-02,4.663008395417e-01,1.229527e-08,resolved_min,1.151517e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.2589254118e-02,2.699813927758e-02,4.663008064559e-01,1.460241e-08,resolved_min,1.026290e+02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.4125375446e-02,3.029241278921e-02,4.663007712366e-01,1.734170e-08,resolved_min,9.146817e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.5848931925e-02,3.398864885432e-02,4.663007344758e-01,2.059397e-08,resolved_min,8.152104e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.7782794100e-02,3.813589447749e-02,4.663006950285e-01,2.445502e-08,resolved_min,7.265566e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.9952623150e-02,4.278918115927e-02,4.663006537896e-01,2.903849e-08,resolved_min,6.475438e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,2.2387211386e-02,4.801025539437e-02,4.663006101881e-01,3.447906e-08,resolved_min,5.771236e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,2.5118864315e-02,5.386839798093e-02,4.663005631612e-01,4.093667e-08,resolved_min,5.143616e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,2.8183829313e-02,6.044134303800e-02,4.663005137878e-01,4.860076e-08,resolved_min,4.584249e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,3.1622776602e-02,6.781630989567e-02,4.663004615016e-01,5.769590e-08,resolved_min,4.085712e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,3.5481338923e-02,7.609116023595e-02,4.663004061620e-01,6.848845e-08,resolved_min,3.641392e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,3.9810717055e-02,8.537569673823e-02,4.663003474796e-01,8.129392e-08,resolved_min,3.245391e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,4.4668359215e-02,9.579312005239e-02,4.663002853511e-01,9.648624e-08,resolved_min,2.892454e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,5.0118723363e-02,1.074816636925e-01,4.663002194132e-01,1.145083e-07,resolved_min,2.577900e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,5.6234132519e-02,1.205964281188e-01,4.663001499815e-01,1.358849e-07,resolved_min,2.297553e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,6.3095734448e-02,1.353114395163e-01,4.663000753932e-01,1.612371e-07,resolved_min,2.047694e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,7.0794578438e-02,1.518219577851e-01,4.662999968596e-01,1.913006e-07,resolved_min,1.825007e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,7.9432823472e-02,1.703470683317e-01,4.662999149346e-01,2.269461e-07,resolved_min,1.626537e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,8.9125093813e-02,1.911325902496e-01,4.662998272404e-01,2.692037e-07,resolved_min,1.449650e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.0000000000e-01,2.144543362133e-01,4.662997343197e-01,3.192926e-07,resolved_min,1.292000e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.1220184543e-01,2.406217736200e-01,4.662996359066e-01,3.786543e-07,resolved_min,1.151495e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.2589254118e-01,2.699821306691e-01,4.662995320002e-01,4.489930e-07,resolved_min,1.026269e+01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.4125375446e-01,3.029250048867e-01,4.662994212547e-01,5.323235e-07,resolved_min,9.146614e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,1.5848931925e-01,3.398875309709e-01,4.662993043416e-01,6.310259e-07,resolved_min,8.151912e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,1.7782794100e-01,3.813601834151e-01,4.662991805055e-01,7.479116e-07,resolved_min,7.265385e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,1.9952623150e-01,4.278932839356e-01,4.662990492903e-01,8.862999e-07,resolved_min,6.475267e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,2.2387211386e-01,4.801043042360e-01,4.662989102193e-01,1.050108e-06,resolved_min,5.771075e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,2.5118864315e-01,5.386860584686e-01,4.662987638200e-01,1.243956e-06,resolved_min,5.143463e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,2.8183829313e-01,6.044159013880e-01,4.662986074311e-01,1.473293e-06,resolved_min,4.584105e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,3.1622776602e-01,6.781660353442e-01,4.662984424697e-01,1.744538e-06,resolved_min,4.085576e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,3.5481338923e-01,7.609150916984e-01,4.662982678417e-01,2.065253e-06,resolved_min,3.641263e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,3.9810717055e-01,8.537611132474e-01,4.662980831245e-01,2.444339e-06,resolved_min,3.245270e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,4.4668359215e-01,9.579361264578e-01,4.662978875248e-01,2.892265e-06,resolved_min,2.892340e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,5.0118723363e-01,1.074822489464e+00,4.662976803518e-01,3.421342e-06,resolved_min,2.577792e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,5.6234132519e-01,1.205971236593e+00,4.662974606087e-01,4.046027e-06,resolved_min,2.297451e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,6.3095734448e-01,1.353122657237e+00,4.662972281970e-01,4.783292e-06,resolved_min,2.047598e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,7.0794578438e-01,1.518229393886e+00,4.662969820208e-01,5.653044e-06,resolved_min,1.824916e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,7.9432823472e-01,1.703482347907e+00,4.662967219473e-01,6.678606e-06,resolved_min,1.626451e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,8.9125093813e-01,1.911339760278e+00,4.662964464277e-01,7.842594e-06,resolved_min,1.449570e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,1.0000000000e+00,2.144559824674e+00,4.662961548073e-01,8.600569e-06,resolved_min,1.291924e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,1.1220184543e+00,2.406237291545e+00,4.662958463176e-01,9.080177e-06,resolved_min,1.151423e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,1.2589254118e+00,2.699844538146e+00,4.662955196148e-01,9.558153e-06,resolved_min,1.026201e+00
20260906-125819,7cfda8cdc7345f93,C,clamped,1.4125375446e+00,3.029277635969e+00,4.662951747475e-01,1.005136e-05,resolved_min,9.145974e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.5848931925e+00,3.398908073137e+00,4.662948094970e-01,1.056278e-05,resolved_min,8.151309e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.7782794100e+00,3.813640738596e+00,4.662944236046e-01,1.109339e-05,resolved_min,7.264816e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.9952623150e+00,4.278979031634e+00,4.662940155159e-01,1.164354e-05,resolved_min,6.474730e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,2.2387211386e+00,4.801097879858e+00,4.662935842155e-01,1.221330e-05,resolved_min,5.770569e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,2.5118864315e+00,5.386925686388e+00,4.662931285384e-01,1.280249e-05,resolved_min,5.142986e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,2.8183829313e+00,6.044236270762e+00,4.662926472444e-01,1.341076e-05,resolved_min,4.583655e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,3.1622776602e+00,6.781752028294e+00,4.662921391073e-01,1.403754e-05,resolved_min,4.085153e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,3.5481338923e+00,7.609259679415e+00,4.662916028394e-01,1.468203e-05,resolved_min,3.640864e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,3.9810717055e+00,8.537740141276e+00,4.662910371667e-01,1.534319e-05,resolved_min,3.244893e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,4.4668359215e+00,9.579514248410e+00,4.662904407967e-01,1.601972e-05,resolved_min,2.891986e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,5.0118723363e+00,1.074840625387e+01,4.662898124516e-01,1.671001e-05,resolved_min,2.577458e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,5.6234132519e+00,1.205992728138e+01,4.662891508960e-01,1.741211e-05,resolved_min,2.297137e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,6.3095734448e+00,1.353148116434e+01,4.662884549129e-01,1.812374e-05,resolved_min,2.047302e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,7.0794578438e+00,1.518259539976e+01,4.662877233727e-01,1.884221e-05,resolved_min,1.824638e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,7.9432823472e+00,1.703518028477e+01,4.662869552573e-01,1.956443e-05,resolved_min,1.626190e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,8.9125093813e+00,1.911381967387e+01,4.662861496763e-01,2.028686e-05,resolved_min,1.449324e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.0000000000e+01,2.144609721429e+01,4.662853059034e-01,2.100549e-05,resolved_min,1.291693e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.1220184543e+01,2.406296238541e+01,4.662844234765e-01,2.171586e-05,resolved_min,1.151206e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.2589254118e+01,2.699914120728e+01,4.662835021785e-01,2.241300e-05,resolved_min,1.025998e-01
20260906-125819,7cfda8cdc7345f93,C,clamped,1.4125375446e+01,3.029359705394e+01,4.662825421846e-01,2.309151e-05,resolved_min,9.144073e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.5848931925e+01,3.399004770070e+01,4.662815440616e-01,2.374553e-05,resolved_min,8.149530e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.7782794100e+01,3.813754544956e+01,4.662805088993e-01,2.436883e-05,resolved_min,7.263152e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.9952623150e+01,4.279112803717e+01,4.662794384003e-01,2.495488e-05,resolved_min,6.473177e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,2.2387211386e+01,4.801254896196e+01,4.662783349291e-01,2.549698e-05,resolved_min,5.769120e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,2.5118864315e+01,5.387109691517e+01,4.662772015697e-01,2.598842e-05,resolved_min,5.141638e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,2.8183829313e+01,6.044451511832e+01,4.662760427059e-01,2.642271e-05,resolved_min,4.582402e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,3.1622776602e+01,6.782003300487e+01,4.662748630543e-01,2.679384e-05,resolved_min,4.083991e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,3.5481338923e+01,7.609552350368e+01,4.662736688005e-01,2.709662e-05,resolved_min,3.639789e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,3.9810717055e+01,8.538080170937e+01,4.662724670923e-01,2.732708e-05,resolved_min,3.243902e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,4.4668359215e+01,9.579908190708e+01,4.662712661320e-01,2.748288e-05,resolved_min,2.891073e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,5.0118723363e+01,1.074886123793e+02,4.662700750649e-01,2.756377e-05,resolved_min,2.576621e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,5.6234132519e+01,1.206045096585e+02,4.662689038601e-01,2.757203e-05,resolved_min,2.296372e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,6.3095734448e+01,1.353208166211e+02,4.662677629615e-01,2.751272e-05,resolved_min,2.046605e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,7.0794578438e+01,1.518328116893e+02,4.662666629876e-01,2.739386e-05,resolved_min,1.824005e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,7.9432823472e+01,1.703595998891e+02,4.662656141721e-01,2.722619e-05,resolved_min,1.625618e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,8.9125093813e+01,1.911470200885e+02,4.662646258996e-01,2.702254e-05,resolved_min,1.448810e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.0000000000e+02,2.144709071284e+02,4.662637060612e-01,2.679660e-05,resolved_min,1.291234e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.1220184543e+02,2.406407520586e+02,4.662628605934e-01,2.656110e-05,resolved_min,1.150797e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.2589254118e+02,2.700038091178e+02,4.662620930822e-01,2.632526e-05,resolved_min,1.025636e-02
20260906-125819,7cfda8cdc7345f93,C,clamped,1.4125375446e+02,3.029497039334e+02,4.662614045444e-01,2.609200e-05,resolved_min,9.140887e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,1.5848931925e+02,3.399156040403e+02,4.662607934507e-01,2.585508e-05,resolved_min,8.146740e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,1.7782794100e+02,3.813920202663e+02,4.662602559952e-01,2.559721e-05,resolved_min,7.260724e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,1.9952623150e+02,4.279293159449e+02,4.662597865171e-01,2.529023e-05,resolved_min,6.471075e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,2.2387211386e+02,4.801450103172e+02,4.662593779928e-01,2.489831e-05,resolved_min,5.767311e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,2.5118864315e+02,5.387319729374e+02,4.662590226107e-01,2.438450e-05,resolved_min,5.140088e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,2.8183829313e+02,6.044676179310e+02,4.662587122386e-01,2.371937e-05,resolved_min,4.581082e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,3.1622776602e+02,6.782242199907e+02,4.662584388702e-01,2.288828e-05,resolved_min,4.082872e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,3.5481338923e+02,7.609804891641e+02,4.662581949024e-01,2.189439e-05,resolved_min,3.638846e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,3.9810717055e+02,8.538345579387e+02,4.662579733416e-01,2.075580e-05,resolved_min,3.243109e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,4.4668359215e+02,9.580185530038e+02,4.662577679215e-01,1.949903e-05,resolved_min,2.890409e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,5.0118723363e+02,1.074914945042e+03,4.662575731585e-01,1.815257e-05,resolved_min,2.576067e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,5.6234132519e+02,1.206074893382e+03,4.662573844094e-01,1.674336e-05,resolved_min,2.295909e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,6.3095734448e+02,1.353238829072e+03,4.662571978612e-01,1.529679e-05,resolved_min,2.046218e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,7.0794578438e+02,1.518359549072e+03,4.662570106117e-01,1.383848e-05,resolved_min,1.823681e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,7.9432823472e+02,1.703628128155e+03,4.662568207210e-01,1.239538e-05,resolved_min,1.625344e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,8.9125093813e+02,1.911502991515e+03,4.662566274236e-01,1.099510e-05,resolved_min,1.448576e-03
20260906-125819,7cfda8cdc7345f93,C,clamped,1.0000000000e+03,2.144742534107e+03,4.662564312953e-01,9.663505e-06,resolved_min,1.291030e-03
