run_id,solver_hash,model,bc_phason,bc_thermal,Omega,k,V,r,status,n_ad,n_grazing,condB,jump,root_flags,max_root_res,k_comp,r_comp,P_w,delta_pen,delta_pen_weighted,rel_xtol,n_scan
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.2387211386e+00,4.801097873684e+00,4.662935848151e-01,3.714376e-07,resolved_min,5,0,2.692242e+06,0,0,4.759e-17,4.801097873684e+00,3.714376e-07,9.285602e-11,5.770569e-01,4.246660e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.5118864315e+00,5.386925678455e+00,4.662931292250e-01,4.123991e-07,resolved_min,5,0,2.424836e+06,0,0,1.816e-17,5.386925678453e+00,4.123991e-07,1.170174e-10,5.142986e-01,3.784508e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.8183829313e+00,6.044236260457e+00,4.662926480394e-01,4.575659e-07,resolved_min,5,0,2.185478e+06,0,0,4.647e-17,6.044236260424e+00,4.575659e-07,1.474565e-10,4.583655e-01,3.372620e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.1622776602e+00,6.781752015008e+00,4.662921400208e-01,5.073098e-07,resolved_min,5,0,1.971182e+06,0,0,2.950e-17,6.781752014931e+00,5.073098e-07,1.858026e-10,4.085153e-01,3.005530e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.5481338923e+00,7.609259662136e+00,4.662916038983e-01,5.620236e-07,resolved_min,5,0,1.779285e+06,0,0,3.152e-17,7.609259662070e+00,5.620236e-07,2.341075e-10,3.640864e-01,2.678367e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.9810717055e+00,8.537740118786e+00,4.662910383949e-01,6.221193e-07,resolved_min,5,0,1.607409e+06,0,0,2.665e-17,8.537740118861e+00,6.221193e-07,2.949550e-10,3.244893e-01,2.386787e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,4.4668359215e+00,9.579514219248e+00,4.662904422162e-01,6.880267e-07,resolved_min,5,0,1.453432e+06,0,0,3.271e-17,9.579514219248e+00,6.880267e-07,3.715987e-10,2.891986e-01,2.126922e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,5.0118723363e+00,1.074840621573e+01,4.662898141062e-01,7.601897e-07,resolved_min,5,0,1.315461e+06,0,0,2.840e-17,1.074840621573e+01,7.601897e-07,4.681355e-10,2.577458e-01,1.895323e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,5.6234132519e+00,1.205992723201e+01,4.662891528050e-01,8.390624e-07,resolved_min,5,0,1.191807e+06,0,0,3.683e-17,1.205992723201e+01,8.390624e-07,5.897242e-10,2.297137e-01,1.688917e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,6.3095734448e+00,1.353148110005e+01,4.662884571281e-01,9.251040e-07,resolved_min,5,0,1.080960e+06,0,0,7.103e-17,1.353148110005e+01,9.251040e-07,7.428602e-10,2.047302e-01,1.504963e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,7.0794578438e+00,1.518259531572e+01,4.662877259538e-01,1.018772e-06,resolved_min,5,0,9.815739e+05,0,0,3.146e-17,1.518259531585e+01,1.018772e-06,9.357219e-10,1.824638e-01,1.341020e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,7.9432823472e+00,1.703518017546e+01,4.662869582491e-01,1.120514e-06,resolved_min,5,0,8.924475e+05,0,0,1.160e-16,1.703518017546e+01,1.120514e-06,1.178606e-09,1.626190e-01,1.194912e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,8.9125093813e+00,1.911381953163e+01,4.662861531463e-01,1.230758e-06,resolved_min,5,0,8.125074e+05,0,0,2.159e-17,1.911381953163e+01,1.230758e-06,1.484478e-09,1.449324e-01,1.064701e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.0000000000e+01,2.144609702838e+01,4.662853099455e-01,1.349901e-06,resolved_min,5,0,7.407952e+05,0,0,7.899e-17,2.144609702838e+01,1.349901e-06,1.869658e-09,1.291693e-01,9.486561e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.1220184543e+01,2.406296214327e+01,4.662844281687e-01,1.478294e-06,resolved_min,5,0,6.764554e+05,0,0,7.887e-17,2.406296214330e+01,1.478294e-06,2.354695e-09,1.151206e-01,8.452382e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.2589254118e+01,2.699914089132e+01,4.662835076353e-01,1.616231e-06,resolved_min,5,0,6.187236e+05,0,0,3.821e-17,2.699914089132e+01,1.616231e-06,2.965457e-09,1.025998e-01,7.530740e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.4125375446e+01,3.029359664167e+01,4.662825485304e-01,1.763927e-06,resolved_min,5,0,5.669169e+05,0,0,6.336e-17,3.029359664167e+01,1.763927e-06,3.734506e-09,9.144074e-02,6.709398e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.5848931925e+01,3.399004716296e+01,4.662815514384e-01,1.921508e-06,resolved_min,5,0,5.204247e+05,0,0,1.842e-17,3.399004716296e+01,1.921508e-06,4.702835e-09,8.149531e-02,5.977449e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.7782794100e+01,3.813754474693e+01,4.662805174897e-01,2.088987e-06,resolved_min,5,0,4.787009e+05,0,0,2.466e-17,3.813754474727e+01,2.088987e-06,5.922040e-09,7.263153e-02,5.325172e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.9952623150e+01,4.279112712057e+01,4.662794483882e-01,2.266255e-06,resolved_min,5,0,4.412565e+05,0,0,4.083e-17,4.279112712094e+01,2.266255e-06,7.457067e-09,6.473178e-02,4.743902e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.2387211386e+01,4.801254776546e+01,4.662783465490e-01,2.453066e-06,resolved_min,5,0,4.076530e+05,0,0,4.580e-17,4.801254776546e+01,2.453066e-06,9.389657e-09,5.769122e-02,4.225917e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.5118864315e+01,5.387109534119e+01,4.662772151932e-01,2.649033e-06,resolved_min,5,0,3.774962e+05,0,0,3.534e-17,5.387109534070e+01,2.649033e-06,1.182269e-08,5.141639e-02,3.764333e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.8183829313e+01,6.044451308021e+01,4.662760584281e-01,2.853633e-06,resolved_min,5,0,3.504305e+05,0,0,4.815e-17,6.044451308021e+01,2.853633e-06,1.488562e-08,4.582404e-02,3.353014e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.1622776602e+01,6.782003034696e+01,4.662748813279e-01,3.066226e-06,resolved_min,5,0,3.261338e+05,0,0,4.985e-17,6.782003034696e+01,3.066226e-06,1.874139e-08,4.083993e-02,2.986492e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.5481338923e+01,7.609552003788e+01,4.662736900371e-01,3.286098e-06,resolved_min,5,0,3.043123e+05,0,0,2.611e-17,7.609552003788e+01,3.286098e-06,2.359499e-08,3.639791e-02,2.659889e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.9810717055e+01,8.538079719172e+01,4.662724917636e-01,3.512524e-06,resolved_min,5,0,2.846956e+05,0,0,3.252e-17,8.538079719169e+01,3.512524e-06,2.970435e-08,3.243903e-02,2.368859e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,4.4668359215e+01,9.579907599934e+01,4.662712948860e-01,3.744873e-06,resolved_min,5,0,2.670318e+05,0,0,8.054e-17,9.579907602508e+01,3.744873e-06,3.739397e-08,2.891075e-02,2.109528e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,5.0118723363e+01,1.074886047231e+02,4.662701082765e-01,3.982747e-06,resolved_min,5,0,2.510830e+05,0,0,5.260e-17,1.074886047231e+02,3.982747e-06,4.707208e-08,2.576623e-02,1.878440e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,5.6234132519e+01,1.206044997054e+02,4.662689423398e-01,4.226167e-06,resolved_min,5,0,2.366211e+05,0,0,6.443e-17,1.206044997043e+02,4.226167e-06,5.925214e-08,2.296374e-02,1.672514e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,6.3095734448e+01,1.353208036934e+02,4.662678075057e-01,4.475805e-06,resolved_min,5,0,2.234235e+05,0,0,5.927e-17,1.353208036934e+02,4.475805e-06,7.457991e-08,2.046607e-02,1.489002e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,7.0794578438e+01,1.518327949248e+02,4.662667144702e-01,4.733257e-06,resolved_min,5,0,2.112710e+05,0,0,4.112e-17,1.518327949235e+02,4.733257e-06,9.386752e-08,1.824008e-02,1.325455e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,7.9432823472e+01,1.703595781776e+02,4.662656735956e-01,5.001345e-06,resolved_min,5,0,1.999462e+05,0,0,1.174e-16,1.703595781776e+02,5.001345e-06,1.181361e-07,1.625621e-02,1.179688e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,8.9125093813e+01,1.911469920615e+02,4.662646942658e-01,5.284434e-06,resolved_min,5,0,1.892350e+05,0,0,5.825e-17,1.911469920300e+02,5.284434e-06,1.486696e-07,1.448813e-02,1.049751e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.0000000000e+02,2.144708709456e+02,4.662637847233e-01,5.588724e-06,resolved_min,5,0,1.789317e+05,0,0,8.764e-17,2.144708709456e+02,5.588724e-06,1.870821e-07,1.291236e-02,9.339079e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.1220184543e+02,2.406407055106e+02,4.662629507844e-01,5.922505e-06,resolved_min,5,0,1.688475e+05,0,0,1.025e-16,2.406407055128e+02,5.922505e-06,2.354024e-07,1.150800e-02,8.306074e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.2589254118e+02,2.700037494239e+02,4.662621961658e-01,6.296332e-06,resolved_min,5,0,1.588226e+05,0,0,1.534e-16,2.700037494239e+02,6.296332e-06,2.961805e-07,1.025639e-02,7.384682e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.4125375446e+02,3.029496276499e+02,4.662615219502e-01,6.723097e-06,resolved_min,5,0,1.487410e+05,0,0,3.908e-17,3.029496276499e+02,6.723097e-06,3.726215e-07,9.140916e-03,6.562585e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.5848931925e+02,3.399155069548e+02,4.662609266225e-01,7.217979e-06,resolved_min,5,0,1.385429e+05,0,0,1.588e-16,3.399155069547e+02,7.217979e-06,4.687525e-07,8.146771e-03,5.828810e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.7782794100e+02,3.813918973046e+02,4.662604063187e-01,7.798236e-06,resolved_min,5,0,1.282341e+05,0,0,7.016e-17,3.813918973088e+02,7.798236e-06,5.896338e-07,7.260756e-03,5.173585e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.9952623150e+02,4.279291611415e+02,4.662599551866e-01,8.482800e-06,resolved_min,5,0,1.178856e+05,0,0,8.571e-17,4.279291611416e+02,8.482800e-06,7.416231e-07,6.471109e-03,4.588228e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.2387211386e+02,4.801448168296e+02,4.662595658849e-01,9.291578e-06,resolved_min,5,0,1.076244e+05,0,0,1.183e-16,4.801448168376e+02,9.291578e-06,9.327064e-07,5.767347e-03,4.065037e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.5118864315e+02,5.387317332379e+02,4.662592300648e-01,1.024435e-05,resolved_min,5,0,9.761482e+04,0,0,6.408e-17,5.387317332380e+02,1.024435e-05,1.172914e-06,5.140126e-03,3.597205e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.8183829313e+02,6.044673242614e+02,4.662589387621e-01,1.135908e-05,resolved_min,5,0,8.803526e+04,0,0,6.142e-17,6.044673242707e+02,1.135908e-05,1.474843e-06,4.581122e-03,3.178753e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.1622776602e+02,6.782238653448e+02,4.662586826785e-01,1.264966e-05,resolved_min,5,0,7.905354e+04,0,0,1.655e-16,6.782238653448e+02,1.264966e-05,1.854306e-06,4.082915e-03,2.804458e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.5481338923e+02,7.609800688864e+02,4.662584524097e-01,1.412293e-05,resolved_min,5,0,7.080684e+04,0,0,1.205e-16,7.609800688714e+02,1.412293e-05,2.331155e-06,3.638890e-03,2.469804e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.9810717055e+02,8.538340725567e+02,4.662582383969e-01,1.577586e-05,resolved_min,5,0,6.338797e+04,0,0,8.361e-17,8.538340725374e+02,1.577586e-05,2.930296e-06,3.243155e-03,2.170907e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,4.4668359215e+02,9.580180127170e+02,4.662580308737e-01,1.759352e-05,resolved_min,5,0,5.683912e+04,0,0,2.958e-16,9.580180127170e+02,1.759352e-05,3.682970e-06,2.890458e-03,1.904443e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,5.0118723363e+02,1.074914376693e+03,4.662578196873e-01,1.954930e-05,resolved_min,5,0,5.115272e+04,0,0,1.691e-16,1.074914376693e+03,1.954930e-05,4.628341e-06,2.576118e-03,1.667542e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,5.6234132519e+02,1.206074351282e+03,4.662575939805e-01,2.160844e-05,resolved_min,5,0,4.627822e+04,0,0,9.968e-17,1.206074351282e+03,2.160844e-05,5.815470e-06,2.295963e-03,1.457667e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,6.3095734448e+02,1.353238411008e+03,4.662573419049e-01,2.373421e-05,resolved_min,5,0,4.213328e+04,0,0,3.880e-17,1.353238411008e+03,2.373421e-05,7.305749e-06,2.046275e-03,1.272492e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,7.0794578438e+02,1.518359420142e+03,4.662570502037e-01,2.589515e-05,resolved_min,5,0,3.861727e+04,0,0,1.601e-16,1.518359420205e+03,2.589515e-05,9.175889e-06,1.823740e-03,1.109805e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,7.9432823472e+02,1.703628556716e+03,4.662567034303e-01,2.807056e-05,resolved_min,5,0,3.562451e+04,0,0,1.633e-16,1.703628556716e+03,2.807056e-05,1.152152e-05,1.625406e-03,9.674439e-04,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,8.9125093813e+02,1.911504401619e+03,4.662562834691e-01,3.025247e-05,resolved_min,5,0,3.305515e+04,0,0,4.126e-17,1.911504401713e+03,3.025247e-05,1.446145e-05,1.448640e-03,8.432922e-04,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.0000000000e+03,2.144745583914e+03,4.662557682834e-01,3.244419e-05,resolved_min,5,0,3.082216e+04,0,0,2.718e-17,2.144745584025e+03,3.244419e-05,1.814243e-05,1.291098e-03,7.353001e-04,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.0000000000e-03,2.144536488115e-03,4.663012289797e-01,1.958333e-10,resolved_min,5,0,5.106385e+09,0,0,6.474e-17,2.144536488115e-03,1.958333e-10,1.257361e-17,1.292032e+03,9.514925e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.1220184543e-03,2.406209561371e-03,4.663012201077e-01,2.197304e-10,resolved_min,5,0,4.551031e+09,0,0,8.666e-17,2.406209549506e-03,2.197397e-10,1.555576e-17,1.151525e+03,8.480184e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.2589254118e-03,2.699811592876e-03,4.663012097274e-01,2.464164e-10,resolved_min,5,0,4.058172e+09,0,0,9.038e-17,2.699811592876e-03,2.464164e-10,1.935741e-17,1.026297e+03,7.557970e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.4125375446e-03,3.029238501911e-03,4.663011987111e-01,2.764663e-10,resolved_min,5,0,3.617078e+09,0,0,4.434e-17,3.029238501911e-03,2.764663e-10,2.421103e-17,9.146881e+02,6.736047e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.5848931925e-03,3.398861587279e-03,4.663011869600e-01,3.101009e-10,resolved_min,5,0,3.224756e+09,0,0,4.546e-17,3.398861583151e-03,3.100985e-10,3.041551e-17,8.152165e+02,6.003506e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.7782794100e-03,3.813585525245e-03,4.663011746471e-01,3.478501e-10,resolved_min,5,0,2.874802e+09,0,0,5.106e-17,3.813585525245e-03,3.478501e-10,3.835312e-17,7.265623e+02,5.350629e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.9952623150e-03,4.278913451596e-03,4.663011620916e-01,3.902399e-10,resolved_min,5,0,2.562527e+09,0,0,6.989e-17,4.278913457112e-03,3.902334e-10,4.851287e-17,6.475492e+02,4.768752e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,2.2387211386e-03,4.801020006192e-03,4.663011476064e-01,4.377111e-10,resolved_min,5,0,2.284612e+09,0,0,7.406e-17,4.801020003953e-03,4.377185e-10,6.152357e-17,5.771287e+02,4.250153e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,2.5118864315e-03,5.386833215146e-03,4.663011330010e-01,4.910006e-10,resolved_min,5,0,2.036657e+09,0,0,5.724e-17,5.386833227202e-03,4.910244e-10,7.818246e-17,5.143664e+02,3.787952e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,2.8183829313e-03,6.044126479347e-03,4.663011174393e-01,5.507235e-10,resolved_min,5,0,1.815793e+09,0,0,2.633e-17,6.044126479347e-03,5.507235e-10,9.951268e-17,4.584294e+02,3.376015e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,3.1622776602e-03,6.781621693717e-03,4.663011006789e-01,6.177199e-10,resolved_min,5,0,1.618857e+09,0,0,7.663e-17,6.781621693717e-03,6.177199e-10,1.268187e-16,4.085755e+02,3.008875e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,3.5481338923e-03,7.609104972236e-03,4.663010834102e-01,6.928777e-10,resolved_min,5,0,1.443256e+09,0,0,3.832e-17,7.609104964278e-03,6.928722e-10,1.617604e-16,3.641432e+02,2.681662e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,3.9810717055e-03,8.537556515840e-03,4.663010661363e-01,7.770909e-10,resolved_min,5,0,1.286851e+09,0,0,4.621e-17,8.537556543527e-03,7.770976e-10,2.064518e-16,3.245429e+02,2.390032e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,4.4668359215e-03,9.579296401547e-03,4.663010449064e-01,8.715805e-10,resolved_min,5,0,1.147341e+09,0,0,1.040e-16,9.579296401547e-03,8.715805e-10,2.636120e-16,2.892491e+02,2.130118e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,5.0118723363e-03,1.074814780837e-02,4.663010246629e-01,9.774793e-10,resolved_min,5,0,1.023040e+09,0,0,9.324e-17,1.074814780813e-02,9.774978e-10,3.366449e-16,2.577934e+02,1.898468e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,5.6234132519e-03,1.205962076217e-02,4.663010025608e-01,1.096280e-09,resolved_min,5,0,9.121759e+08,0,0,5.923e-17,1.205962077442e-02,1.096288e-09,4.299339e-16,2.297585e+02,1.692011e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,6.3095734448e-03,1.353111775546e-02,4.663009781475e-01,1.229441e-09,resolved_min,5,0,8.133779e+08,0,0,1.066e-16,1.353111775546e-02,1.229441e-09,5.490376e-16,2.047724e+02,1.508005e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,7.0794578438e-03,1.518216463435e-02,4.663009534110e-01,1.378779e-09,resolved_min,5,0,7.252795e+08,0,0,6.322e-17,1.518216461636e-02,1.378779e-09,7.009837e-16,1.825035e+02,1.344010e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,7.9432823472e-03,1.703466984561e-02,4.663009274165e-01,1.546161e-09,resolved_min,5,0,6.467632e+08,0,0,7.126e-17,1.703466985075e-02,1.546182e-09,8.947344e-16,1.626564e+02,1.197850e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,8.9125093813e-03,1.911321506926e-02,4.663008996152e-01,1.733871e-09,resolved_min,5,0,5.767441e+08,0,0,4.544e-17,1.911321506306e-02,1.733860e-09,1.141662e-15,1.449676e+02,1.067584e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.0000000000e-02,2.144538136374e-02,4.663008705877e-01,1.944219e-09,resolved_min,5,0,5.143454e+08,0,0,6.415e-17,2.144538136676e-02,1.944221e-09,1.456172e-15,1.292024e+02,9.514842e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.1220184543e-02,2.406211527242e-02,4.663008391402e-01,2.180081e-09,resolved_min,5,0,4.586984e+08,0,0,1.092e-16,2.406211526024e-02,2.180081e-09,1.856578e-15,1.151517e+02,8.480104e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.2589254118e-02,2.699813928445e-02,4.663008063371e-01,2.444416e-09,resolved_min,5,0,4.090957e+08,0,0,2.524e-17,2.699813928242e-02,2.444422e-09,2.366027e-15,1.026290e+02,7.557894e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.4125375446e-02,3.029241277875e-02,4.663007713977e-01,2.740709e-09,resolved_min,5,0,3.648690e+08,0,0,3.202e-17,3.029241277875e-02,2.740709e-09,3.013912e-15,9.146817e+01,6.735973e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.5848931925e-02,3.398864885745e-02,4.663007344329e-01,3.072775e-09,resolved_min,5,0,3.254388e+08,0,0,8.237e-17,3.398864885327e-02,3.072771e-09,3.837433e-15,8.152104e+01,6.003435e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.7782794100e-02,3.813589445924e-02,4.663006952517e-01,3.444906e-09,resolved_min,5,0,2.902837e+08,0,0,3.707e-17,3.813589445924e-02,3.444906e-09,4.883704e-15,7.265566e+01,5.350560e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.9952623150e-02,4.278918120983e-02,4.663006532386e-01,3.861935e-09,resolved_min,5,0,2.589376e+08,0,0,3.001e-17,4.278918120983e-02,3.861935e-09,6.212407e-15,6.475438e+01,4.768685e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,2.2387211386e-02,4.801025544837e-02,4.663006096637e-01,4.329214e-09,resolved_min,5,0,2.309888e+08,0,0,3.912e-17,4.801025544837e-02,4.329214e-09,7.898898e-15,5.771236e+01,4.250089e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,2.5118864315e-02,5.386839800615e-02,4.663005629428e-01,4.852762e-09,resolved_min,5,0,2.060682e+08,0,0,6.252e-17,5.386839802069e-02,4.852760e-09,1.003878e-14,5.143616e+01,3.787889e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,2.8183829313e-02,6.044134302946e-02,4.663005138537e-01,5.439323e-09,resolved_min,5,0,1.838464e+08,0,0,3.882e-17,6.044134303377e-02,5.439323e-09,1.275271e-14,4.584249e+01,3.375954e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,3.1622776602e-02,6.781630989640e-02,4.663004614965e-01,6.096389e-09,resolved_min,5,0,1.640315e+08,0,0,3.441e-17,6.781630989640e-02,6.096389e-09,1.619347e-14,4.085712e+01,3.008816e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,3.5481338923e-02,7.609116023533e-02,4.663004061658e-01,6.832391e-09,resolved_min,5,0,1.463616e+08,0,0,5.551e-17,7.609116027226e-02,6.832391e-09,2.055402e-14,3.641392e+01,2.681604e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,3.9810717055e-02,8.537569673937e-02,4.663003474734e-01,7.656710e-09,resolved_min,5,0,1.306044e+08,0,0,7.306e-17,8.537569673812e-02,7.656713e-09,2.607834e-14,3.245391e+01,2.389976e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,4.4668359215e-02,9.579312003338e-02,4.663002854436e-01,8.579861e-09,resolved_min,5,0,1.165520e+08,0,0,5.406e-17,9.579312003338e-02,8.579861e-09,3.307462e-14,2.892454e+01,2.130063e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,5.0118723363e-02,1.074816637062e-01,4.663002193540e-01,9.613568e-09,resolved_min,5,0,1.040197e+08,0,0,6.867e-17,1.074816637062e-01,9.613568e-09,4.193241e-14,2.577900e+01,1.898415e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,5.6234132519e-02,1.205964281157e-01,4.663001499934e-01,1.077092e-08,resolved_min,5,0,9.284260e+07,0,0,5.766e-17,1.205964281157e-01,1.077092e-08,5.314317e-14,2.297553e+01,1.691959e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,6.3095734448e-02,1.353114395109e-01,4.663000754118e-01,1.206654e-08,resolved_min,5,0,8.287377e+07,0,0,6.614e-17,1.353114394236e-01,1.206654e-08,6.732874e-14,2.047694e+01,1.507955e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,7.0794578438e-02,1.518219574797e-01,4.662999977978e-01,1.351676e-08,resolved_min,5,0,7.398222e+07,0,0,4.116e-17,1.518219575092e-01,1.351676e-08,8.527212e-14,1.825007e+01,1.343961e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,7.9432823472e-02,1.703470683227e-01,4.662999149591e-01,1.513977e-08,resolved_min,5,0,6.605118e+07,0,0,2.264e-17,1.703470683227e-01,1.513977e-08,1.079642e-13,1.626537e+01,1.197801e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,8.9125093813e-02,1.911325902479e-01,4.662998272445e-01,1.695590e-08,resolved_min,5,0,5.897653e+07,0,0,6.355e-17,1.911325902479e-01,1.695590e-08,1.366542e-13,1.449650e+01,1.067537e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.0000000000e-01,2.144543362071e-01,4.662997343333e-01,1.898777e-08,resolved_min,5,0,5.266547e+07,0,0,8.145e-17,2.144543362071e-01,1.898777e-08,1.729190e-13,1.292000e+01,9.514382e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,C,free,isothermal,1.1220184543e-01,2.406217736223e-01,4.662996359022e-01,2.126062e-08,resolved_min,5,0,4.703531e+07,0,0,2.162e-17,2.406217736256e-01,2.126063e-08,2.187483e-13,1.151495e+01,8.479654e+00,1e-15,160
