run_id,solver_hash,Omega,tau0,V,Delta_T,above_floor
20260906-124742,7cfda8cdc7345f93,1.0000000000e-03,1.0000000000e-05,4.663012308878e-01,8.137139e-10,False
20260906-124742,7cfda8cdc7345f93,1.1220184543e-03,1.0000000000e-05,4.663012201988e-01,5.998867e-11,False
20260906-124742,7cfda8cdc7345f93,1.2589254118e-03,1.0000000000e-05,4.663012102198e-01,1.327828e-09,False
20260906-124742,7cfda8cdc7345f93,1.4125375446e-03,1.0000000000e-05,4.663011985676e-01,4.750002e-10,False
20260906-124742,7cfda8cdc7345f93,1.5848931925e-03,1.0000000000e-05,4.663011870012e-01,9.156793e-11,False
20260906-124742,7cfda8cdc7345f93,1.7782794100e-03,1.0000000000e-05,4.663011745937e-01,2.367054e-10,False
20260906-124742,7cfda8cdc7345f93,1.9952623150e-03,1.0000000000e-05,4.663011623734e-01,2.432397e-09,False
20260906-124742,7cfda8cdc7345f93,2.2387211386e-03,1.0000000000e-05,4.663011482725e-01,2.123942e-09,False
20260906-124742,7cfda8cdc7345f93,2.5118864315e-03,1.0000000000e-05,4.663011330254e-01,7.398734e-10,False
20260906-124742,7cfda8cdc7345f93,2.8183829313e-03,1.0000000000e-05,4.663011171666e-01,1.632436e-10,False
20260906-124742,7cfda8cdc7345f93,3.1622776602e-03,1.0000000000e-05,4.663011004482e-01,1.466542e-09,False
20260906-124742,7cfda8cdc7345f93,3.5481338923e-03,1.0000000000e-05,4.663010832369e-01,2.334033e-09,False
20260906-124742,7cfda8cdc7345f93,3.9810717055e-03,1.0000000000e-05,4.663010646930e-01,1.981660e-10,False
20260906-124742,7cfda8cdc7345f93,4.4668359215e-03,1.0000000000e-05,4.663010449810e-01,2.000131e-10,False
20260906-124742,7cfda8cdc7345f93,5.0118723363e-03,1.0000000000e-05,4.663010246559e-01,2.462580e-12,False
20260906-124742,7cfda8cdc7345f93,5.6234132519e-03,1.0000000000e-05,4.663010016499e-01,1.091014e-09,False
20260906-124742,7cfda8cdc7345f93,6.3095734448e-03,1.0000000000e-05,4.663009787285e-01,3.198443e-09,False
20260906-124742,7cfda8cdc7345f93,7.0794578438e-03,1.0000000000e-05,4.663009533915e-01,4.349634e-09,False
20260906-124742,7cfda8cdc7345f93,7.9432823472e-03,1.0000000000e-05,4.663009277403e-01,3.237819e-11,False
20260906-124742,7cfda8cdc7345f93,8.9125093813e-03,1.0000000000e-05,4.663008999592e-01,7.432636e-10,False
20260906-124742,7cfda8cdc7345f93,1.0000000000e-02,1.0000000000e-05,4.663008705387e-01,9.024480e-11,False
20260906-124742,7cfda8cdc7345f93,1.1220184543e-02,1.0000000000e-05,4.663008393939e-01,2.340670e-10,False
20260906-124742,7cfda8cdc7345f93,1.2589254118e-02,1.0000000000e-05,4.663008064113e-01,9.683864e-11,False
20260906-124742,7cfda8cdc7345f93,1.4125375446e-02,1.0000000000e-05,4.663007708495e-01,1.266634e-09,False
20260906-124742,7cfda8cdc7345f93,1.5848931925e-02,1.0000000000e-05,4.663007344803e-01,7.409316e-11,False
20260906-124742,7cfda8cdc7345f93,1.7782794100e-02,1.0000000000e-05,4.663006952539e-01,6.724446e-11,False
20260906-124742,7cfda8cdc7345f93,1.9952623150e-02,1.0000000000e-05,4.663006530450e-01,8.171878e-11,False
20260906-124742,7cfda8cdc7345f93,2.2387211386e-02,1.0000000000e-05,4.663006097445e-01,9.493493e-10,False
20260906-124742,7cfda8cdc7345f93,2.5118864315e-02,1.0000000000e-05,4.663005630080e-01,2.723495e-10,False
20260906-124742,7cfda8cdc7345f93,2.8183829313e-02,1.0000000000e-05,4.663005139305e-01,1.907003e-09,False
20260906-124742,7cfda8cdc7345f93,3.1622776602e-02,1.0000000000e-05,4.663004614738e-01,8.062156e-11,False
20260906-124742,7cfda8cdc7345f93,3.5481338923e-02,1.0000000000e-05,4.663004057721e-01,8.169731e-10,False
20260906-124742,7cfda8cdc7345f93,3.9810717055e-02,1.0000000000e-05,4.663003474021e-01,1.682408e-10,False
20260906-124742,7cfda8cdc7345f93,4.4668359215e-02,1.0000000000e-05,4.663002856442e-01,6.538245e-10,False
20260906-124742,7cfda8cdc7345f93,5.0118723363e-02,1.0000000000e-05,4.663002194352e-01,1.693756e-10,False
20260906-124742,7cfda8cdc7345f93,5.6234132519e-02,1.0000000000e-05,4.663001494931e-01,3.017094e-10,False
20260906-124742,7cfda8cdc7345f93,6.3095734448e-02,1.0000000000e-05,4.663000758093e-01,8.539782e-10,False
20260906-124742,7cfda8cdc7345f93,7.0794578438e-02,1.0000000000e-05,4.662999975937e-01,4.396140e-10,False
20260906-124742,7cfda8cdc7345f93,7.9432823472e-02,1.0000000000e-05,4.662999146997e-01,5.118309e-10,False
20260906-124742,7cfda8cdc7345f93,8.9125093813e-02,1.0000000000e-05,4.662998269716e-01,5.221500e-10,False
20260906-124742,7cfda8cdc7345f93,1.0000000000e-01,1.0000000000e-05,4.662997339663e-01,7.527376e-10,False
20260906-124742,7cfda8cdc7345f93,1.1220184543e-01,1.0000000000e-05,4.662996360189e-01,2.814266e-10,False
20260906-124742,7cfda8cdc7345f93,1.2589254118e-01,1.0000000000e-05,4.662995311901e-01,1.756298e-09,False
20260906-124742,7cfda8cdc7345f93,1.4125375446e-01,1.0000000000e-05,4.662994207222e-01,1.175878e-09,False
20260906-124742,7cfda8cdc7345f93,1.5848931925e-01,1.0000000000e-05,4.662993037868e-01,1.183305e-09,False
20260906-124742,7cfda8cdc7345f93,1.7782794100e-01,1.0000000000e-05,4.662991793149e-01,1.696072e-09,False
20260906-124742,7cfda8cdc7345f93,1.9952623150e-01,1.0000000000e-05,4.662990483944e-01,1.364868e-09,False
20260906-124742,7cfda8cdc7345f93,2.2387211386e-01,1.0000000000e-05,4.662989091380e-01,2.206255e-09,False
20260906-124742,7cfda8cdc7345f93,2.5118864315e-01,1.0000000000e-05,4.662987625744e-01,1.427583e-09,False
20260906-124742,7cfda8cdc7345f93,2.8183829313e-01,1.0000000000e-05,4.662986064887e-01,2.512845e-09,False
20260906-124742,7cfda8cdc7345f93,3.1622776602e-01,1.0000000000e-05,4.662984411995e-01,3.269300e-09,False
20260906-124742,7cfda8cdc7345f93,3.5481338923e-01,1.0000000000e-05,4.662982658124e-01,4.873702e-09,False
20260906-124742,7cfda8cdc7345f93,3.9810717055e-01,1.0000000000e-05,4.662980807138e-01,5.241381e-09,False
20260906-124742,7cfda8cdc7345f93,4.4668359215e-01,1.0000000000e-05,4.662978844772e-01,6.181855e-09,False
20260906-124742,7cfda8cdc7345f93,5.0118723363e-01,1.0000000000e-05,4.662976766752e-01,7.254722e-09,False
20260906-124742,7cfda8cdc7345f93,5.6234132519e-01,1.0000000000e-05,4.662974566107e-01,8.547804e-09,False
20260906-124742,7cfda8cdc7345f93,6.3095734448e-01,1.0000000000e-05,4.662972234739e-01,1.000627e-08,False
20260906-124742,7cfda8cdc7345f93,7.0794578438e-01,1.0000000000e-05,4.662969768635e-01,1.173819e-08,False
20260906-124742,7cfda8cdc7345f93,7.9432823472e-01,1.0000000000e-05,4.662967156222e-01,1.374139e-08,False
20260906-124742,7cfda8cdc7345f93,8.9125093813e-01,1.0000000000e-05,4.662964390392e-01,1.610282e-08,False
20260906-124742,7cfda8cdc7345f93,1.0000000000e+00,1.0000000000e-05,4.662961462553e-01,1.872118e-08,False
20260906-124742,7cfda8cdc7345f93,1.1220184543e+00,1.0000000000e-05,4.662958363091e-01,2.201854e-08,False
20260906-124742,7cfda8cdc7345f93,1.2589254118e+00,1.0000000000e-05,4.662955082987e-01,2.564312e-08,True
20260906-124742,7cfda8cdc7345f93,1.4125375446e+00,1.0000000000e-05,4.662951607746e-01,3.069385e-08,True
20260906-124742,7cfda8cdc7345f93,1.5848931925e+00,1.0000000000e-05,4.662947934620e-01,3.557279e-08,True
20260906-124742,7cfda8cdc7345f93,1.7782794100e+00,1.0000000000e-05,4.662944049717e-01,4.096125e-08,True
20260906-124742,7cfda8cdc7345f93,1.9952623150e+00,1.0000000000e-05,4.662939942355e-01,4.678573e-08,True
20260906-124742,7cfda8cdc7345f93,2.2387211386e+00,1.0000000000e-05,4.662935595186e-01,5.429208e-08,True
20260906-124742,7cfda8cdc7345f93,2.5118864315e+00,1.0000000000e-05,4.662931001395e-01,6.242898e-08,True
20260906-124742,7cfda8cdc7345f93,2.8183829313e+00,1.0000000000e-05,4.662926145724e-01,7.186028e-08,True
20260906-124742,7cfda8cdc7345f93,3.1622776602e+00,1.0000000000e-05,4.662921016046e-01,8.249021e-08,True
20260906-124742,7cfda8cdc7345f93,3.5481338923e+00,1.0000000000e-05,4.662915599459e-01,9.438838e-08,True
20260906-124742,7cfda8cdc7345f93,3.9810717055e+00,1.0000000000e-05,4.662909880002e-01,1.082183e-07,True
20260906-124742,7cfda8cdc7345f93,4.4668359215e+00,1.0000000000e-05,4.662903853231e-01,1.222025e-07,True
20260906-124742,7cfda8cdc7345f93,5.0118723363e+00,1.0000000000e-05,4.662897497924e-01,1.381545e-07,True
20260906-124742,7cfda8cdc7345f93,5.6234132519e+00,1.0000000000e-05,4.662890804856e-01,1.548591e-07,True
20260906-124742,7cfda8cdc7345f93,6.3095734448e+00,1.0000000000e-05,4.662883762976e-01,1.737284e-07,True
20260906-124742,7cfda8cdc7345f93,7.0794578438e+00,1.0000000000e-05,4.662876362329e-01,1.928917e-07,True
20260906-124742,7cfda8cdc7345f93,7.9432823472e+00,1.0000000000e-05,4.662868594826e-01,2.124265e-07,True
20260906-124742,7cfda8cdc7345f93,8.9125093813e+00,1.0000000000e-05,4.662860457001e-01,2.304228e-07,True
20260906-124742,7cfda8cdc7345f93,1.0000000000e+01,1.0000000000e-05,4.662851939498e-01,2.497180e-07,True
20260906-124742,7cfda8cdc7345f93,1.1220184543e+01,1.0000000000e-05,4.662843050281e-01,2.652787e-07,True
20260906-124742,7cfda8cdc7345f93,1.2589254118e+01,1.0000000000e-05,4.662833792978e-01,2.767432e-07,True
20260906-124742,7cfda8cdc7345f93,1.4125375446e+01,1.0000000000e-05,4.662824179639e-01,2.819049e-07,True
20260906-124742,7cfda8cdc7345f93,1.5848931925e+01,1.0000000000e-05,4.662814229003e-01,2.780558e-07,True
20260906-124742,7cfda8cdc7345f93,1.7782794100e+01,1.0000000000e-05,4.662803968413e-01,2.617455e-07,True
20260906-124742,7cfda8cdc7345f93,1.9952623150e+01,1.0000000000e-05,4.662793434448e-01,2.288429e-07,True
20260906-124742,7cfda8cdc7345f93,2.2387211386e+01,1.0000000000e-05,4.662782674494e-01,1.744154e-07,True
20260906-124742,7cfda8cdc7345f93,2.5118864315e+01,1.0000000000e-05,4.662771747710e-01,9.269006e-08,True
20260906-124742,7cfda8cdc7345f93,2.8183829313e+01,1.0000000000e-05,4.662760725213e-01,2.267388e-08,False
20260906-124742,7cfda8cdc7345f93,3.1622776602e+01,1.0000000000e-05,4.662749690433e-01,1.786058e-07,True
20260906-124742,7cfda8cdc7345f93,3.5481338923e+01,1.0000000000e-05,4.662738737964e-01,3.821365e-07,True
20260906-124742,7cfda8cdc7345f93,3.9810717055e+01,1.0000000000e-05,4.662727971794e-01,6.399532e-07,True
20260906-124742,7cfda8cdc7345f93,4.4668359215e+01,1.0000000000e-05,4.662717501663e-01,9.577270e-07,True
20260906-124742,7cfda8cdc7345f93,5.0118723363e+01,1.0000000000e-05,4.662707438875e-01,1.339304e-06,True
20260906-124742,7cfda8cdc7345f93,5.6234132519e+01,1.0000000000e-05,4.662697890666e-01,1.785914e-06,True
20260906-124742,7cfda8cdc7345f93,6.3095734448e+01,1.0000000000e-05,4.662688953768e-01,2.295310e-06,True
20260906-124742,7cfda8cdc7345f93,7.0794578438e+01,1.0000000000e-05,4.662680708488e-01,2.861396e-06,True
20260906-124742,7cfda8cdc7345f93,7.9432823472e+01,1.0000000000e-05,4.662673213580e-01,3.474004e-06,True
20260906-124742,7cfda8cdc7345f93,8.9125093813e+01,1.0000000000e-05,4.662666502780e-01,4.119437e-06,True
20260906-124742,7cfda8cdc7345f93,1.0000000000e+02,1.0000000000e-05,4.662660584329e-01,4.781416e-06,True
20260906-124742,7cfda8cdc7345f93,1.1220184543e+02,1.0000000000e-05,4.662655442209e-01,5.442561e-06,True
20260906-124742,7cfda8cdc7345f93,1.2589254118e+02,1.0000000000e-05,4.662651040212e-01,6.085923e-06,True
20260906-124742,7cfda8cdc7345f93,1.4125375446e+02,1.0000000000e-05,4.662647326991e-01,6.696555e-06,True
20260906-124742,7cfda8cdc7345f93,1.5848931925e+02,1.0000000000e-05,4.662644242119e-01,7.262652e-06,True
20260906-124742,7cfda8cdc7345f93,1.7782794100e+02,1.0000000000e-05,4.662641721742e-01,7.776231e-06,True
20260906-124742,7cfda8cdc7345f93,1.9952623150e+02,1.0000000000e-05,4.662639703200e-01,8.233052e-06,True
20260906-124742,7cfda8cdc7345f93,2.2387211386e+02,1.0000000000e-05,4.662638129102e-01,8.632453e-06,True
20260906-124742,7cfda8cdc7345f93,2.5118864315e+02,1.0000000000e-05,4.662636949804e-01,8.976454e-06,True
20260906-124742,7cfda8cdc7345f93,2.8183829313e+02,1.0000000000e-05,4.662636125838e-01,9.269312e-06,True
20260906-124742,7cfda8cdc7345f93,3.1622776602e+02,1.0000000000e-05,4.662635628749e-01,9.516523e-06,True
20260906-124742,7cfda8cdc7345f93,3.5481338923e+02,1.0000000000e-05,4.662635441715e-01,9.724296e-06,True
20260906-124742,7cfda8cdc7345f93,3.9810717055e+02,1.0000000000e-05,4.662635562443e-01,9.899608e-06,True
20260906-124742,7cfda8cdc7345f93,4.4668359215e+02,1.0000000000e-05,4.662636000435e-01,1.004893e-05,True
20260906-124742,7cfda8cdc7345f93,5.0118723363e+02,1.0000000000e-05,4.662636782159e-01,1.017906e-05,True
20260906-124742,7cfda8cdc7345f93,5.6234132519e+02,1.0000000000e-05,4.662637950911e-01,1.029645e-05,True
20260906-124742,7cfda8cdc7345f93,6.3095734448e+02,1.0000000000e-05,4.662639569795e-01,1.040734e-05,True
20260906-124742,7cfda8cdc7345f93,7.0794578438e+02,1.0000000000e-05,4.662641725639e-01,1.051773e-05,True
20260906-124742,7cfda8cdc7345f93,7.9432823472e+02,1.0000000000e-05,4.662644533411e-01,1.063335e-05,True
20260906-124742,7cfda8cdc7345f93,8.9125093813e+02,1.0000000000e-05,4.662648142366e-01,1.076035e-05,True
20260906-124742,7cfda8cdc7345f93,1.0000000000e+03,1.0000000000e-05,4.662652743713e-01,1.090517e-05,True
20260906-124742,7cfda8cdc7345f93,1.0000000000e-03,1.0000000000e-04,4.663012305019e-01,1.641490e-09,False
20260906-124742,7cfda8cdc7345f93,1.1220184543e-03,1.0000000000e-04,4.663012202338e-01,1.517773e-11,False
20260906-124742,7cfda8cdc7345f93,1.2589254118e-03,1.0000000000e-04,4.663012097533e-01,3.274690e-10,False
20260906-124742,7cfda8cdc7345f93,1.4125375446e-03,1.0000000000e-04,4.663011982911e-01,1.178764e-10,False
20260906-124742,7cfda8cdc7345f93,1.5848931925e-03,1.0000000000e-04,4.663011866792e-01,5.989607e-10,False
20260906-124742,7cfda8cdc7345f93,1.7782794100e-03,1.0000000000e-04,4.663011745033e-01,4.283288e-11,False
20260906-124742,7cfda8cdc7345f93,1.9952623150e-03,1.0000000000e-04,4.663011622094e-01,2.080706e-09,False
20260906-124742,7cfda8cdc7345f93,2.2387211386e-03,1.0000000000e-04,4.663011475036e-01,4.751642e-10,False
20260906-124742,7cfda8cdc7345f93,2.5118864315e-03,1.0000000000e-04,4.663011328406e-01,3.435478e-10,False
20260906-124742,7cfda8cdc7345f93,2.8183829313e-03,1.0000000000e-04,4.663011172905e-01,1.024497e-10,False
20260906-124742,7cfda8cdc7345f93,3.1622776602e-03,1.0000000000e-04,4.663011027148e-01,3.394275e-09,False
20260906-124742,7cfda8cdc7345f93,3.5481338923e-03,1.0000000000e-04,4.663010832207e-01,2.368607e-09,False
20260906-124742,7cfda8cdc7345f93,3.9810717055e-03,1.0000000000e-04,4.663010646981e-01,2.090324e-10,False
20260906-124742,7cfda8cdc7345f93,4.4668359215e-03,1.0000000000e-04,4.663010449430e-01,1.185374e-10,False
20260906-124742,7cfda8cdc7345f93,5.0118723363e-03,1.0000000000e-04,4.663010240745e-01,1.249238e-09,False
20260906-124742,7cfda8cdc7345f93,5.6234132519e-03,1.0000000000e-04,4.663010019921e-01,3.570989e-10,False
20260906-124742,7cfda8cdc7345f93,6.3095734448e-03,1.0000000000e-04,4.663009786091e-01,3.454520e-09,False
20260906-124742,7cfda8cdc7345f93,7.0794578438e-03,1.0000000000e-04,4.663009539914e-01,3.063159e-09,False
20260906-124742,7cfda8cdc7345f93,7.9432823472e-03,1.0000000000e-04,4.663009272717e-01,1.037270e-09,False
20260906-124742,7cfda8cdc7345f93,8.9125093813e-03,1.0000000000e-04,4.663008996126e-01,6.368949e-14,False
20260906-124742,7cfda8cdc7345f93,1.0000000000e-02,1.0000000000e-04,4.663008706397e-01,1.263017e-10,False
20260906-124742,7cfda8cdc7345f93,1.1220184543e-02,1.0000000000e-04,4.663008391468e-01,2.959387e-10,False
20260906-124742,7cfda8cdc7345f93,1.2589254118e-02,1.0000000000e-04,4.663008064535e-01,6.238119e-12,False
20260906-124742,7cfda8cdc7345f93,1.4125375446e-02,1.0000000000e-04,4.663007714293e-01,2.322679e-11,False
20260906-124742,7cfda8cdc7345f93,1.5848931925e-02,1.0000000000e-04,4.663007344558e-01,1.265824e-10,False
20260906-124742,7cfda8cdc7345f93,1.7782794100e-02,1.0000000000e-04,4.663006951655e-01,1.222923e-10,False
20260906-124742,7cfda8cdc7345f93,1.9952623150e-02,1.0000000000e-04,4.663006542914e-01,2.591193e-09,False
20260906-124742,7cfda8cdc7345f93,2.2387211386e-02,1.0000000000e-04,4.663006085011e-01,3.615974e-09,False
20260906-124742,7cfda8cdc7345f93,2.5118864315e-02,1.0000000000e-04,4.663005630859e-01,1.053823e-10,False
20260906-124742,7cfda8cdc7345f93,2.8183829313e-02,1.0000000000e-04,4.663005137607e-01,2.271220e-09,False
20260906-124742,7cfda8cdc7345f93,3.1622776602e-02,1.0000000000e-04,4.663004614391e-01,1.550318e-10,False
20260906-124742,7cfda8cdc7345f93,3.5481338923e-02,1.0000000000e-04,4.663004060654e-01,1.878228e-10,False
20260906-124742,7cfda8cdc7345f93,3.9810717055e-02,1.0000000000e-04,4.663003473935e-01,1.868399e-10,False
20260906-124742,7cfda8cdc7345f93,4.4668359215e-02,1.0000000000e-04,4.663002856419e-01,6.488265e-10,False
20260906-124742,7cfda8cdc7345f93,5.0118723363e-02,1.0000000000e-04,4.663002194366e-01,1.723546e-10,False
20260906-124742,7cfda8cdc7345f93,5.6234132519e-02,1.0000000000e-04,4.663001498317e-01,4.244901e-10,False
20260906-124742,7cfda8cdc7345f93,6.3095734448e-02,1.0000000000e-04,4.663000758251e-01,8.878263e-10,False
20260906-124742,7cfda8cdc7345f93,7.0794578438e-02,1.0000000000e-04,4.662999975630e-01,5.055518e-10,False
20260906-124742,7cfda8cdc7345f93,7.9432823472e-02,1.0000000000e-04,4.662999147047e-01,5.012297e-10,False
20260906-124742,7cfda8cdc7345f93,8.9125093813e-02,1.0000000000e-04,4.662998269681e-01,5.295511e-10,False
20260906-124742,7cfda8cdc7345f93,1.0000000000e-01,1.0000000000e-04,4.662997340041e-01,6.715032e-10,False
20260906-124742,7cfda8cdc7345f93,1.1220184543e-01,1.0000000000e-04,4.662996360278e-01,3.006350e-10,False
20260906-124742,7cfda8cdc7345f93,1.2589254118e-01,1.0000000000e-04,4.662995312146e-01,1.703692e-09,False
20260906-124742,7cfda8cdc7345f93,1.4125375446e-01,1.0000000000e-04,4.662994207363e-01,1.145662e-09,False
20260906-124742,7cfda8cdc7345f93,1.5848931925e-01,1.0000000000e-04,4.662993037101e-01,1.347751e-09,False
20260906-124742,7cfda8cdc7345f93,1.7782794100e-01,1.0000000000e-04,4.662991797593e-01,7.430794e-10,False
20260906-124742,7cfda8cdc7345f93,1.9952623150e-01,1.0000000000e-04,4.662990484976e-01,1.143543e-09,False
20260906-124742,7cfda8cdc7345f93,2.2387211386e-01,1.0000000000e-04,4.662989093121e-01,1.832940e-09,False
20260906-124742,7cfda8cdc7345f93,2.5118864315e-01,1.0000000000e-04,4.662987621734e-01,2.287678e-09,False
20260906-124742,7cfda8cdc7345f93,2.8183829313e-01,1.0000000000e-04,4.662986061963e-01,3.139854e-09,False
20260906-124742,7cfda8cdc7345f93,3.1622776602e-01,1.0000000000e-04,4.662984409987e-01,3.699941e-09,False
20260906-124742,7cfda8cdc7345f93,3.5481338923e-01,1.0000000000e-04,4.662982660557e-01,4.351859e-09,False
20260906-124742,7cfda8cdc7345f93,3.9810717055e-01,1.0000000000e-04,4.662980807648e-01,5.131992e-09,False
20260906-124742,7cfda8cdc7345f93,4.4668359215e-01,1.0000000000e-04,4.662978845370e-01,6.053714e-09,False
20260906-124742,7cfda8cdc7345f93,5.0118723363e-01,1.0000000000e-04,4.662976767494e-01,7.095446e-09,False
20260906-124742,7cfda8cdc7345f93,5.6234132519e-01,1.0000000000e-04,4.662974566969e-01,8.363013e-09,False
20260906-124742,7cfda8cdc7345f93,6.3095734448e-01,1.0000000000e-04,4.662972236952e-01,9.531805e-09,False
20260906-124742,7cfda8cdc7345f93,7.0794578438e-01,1.0000000000e-04,4.662969767347e-01,1.201437e-08,False
20260906-124742,7cfda8cdc7345f93,7.9432823472e-01,1.0000000000e-04,4.662967154492e-01,1.411247e-08,False
20260906-124742,7cfda8cdc7345f93,8.9125093813e-01,1.0000000000e-04,4.662964391947e-01,1.576942e-08,False
20260906-124742,7cfda8cdc7345f93,1.0000000000e+00,1.0000000000e-04,4.662961464312e-01,1.834385e-08,False
20260906-124742,7cfda8cdc7345f93,1.1220184543e+00,1.0000000000e-04,4.662958365215e-01,2.156300e-08,False
20260906-124742,7cfda8cdc7345f93,1.2589254118e+00,1.0000000000e-04,4.662955085419e-01,2.512156e-08,True
20260906-124742,7cfda8cdc7345f93,1.4125375446e+00,1.0000000000e-04,4.662951614443e-01,2.925775e-08,True
20260906-124742,7cfda8cdc7345f93,1.5848931925e+00,1.0000000000e-04,4.662947941751e-01,3.404352e-08,True
20260906-124742,7cfda8cdc7345f93,1.7782794100e+00,1.0000000000e-04,4.662944056363e-01,3.953596e-08,True
20260906-124742,7cfda8cdc7345f93,1.9952623150e+00,1.0000000000e-04,4.662939946891e-01,4.581283e-08,True
20260906-124742,7cfda8cdc7345f93,2.2387211386e+00,1.0000000000e-04,4.662935601264e-01,5.298852e-08,True
20260906-124742,7cfda8cdc7345f93,2.5118864315e+00,1.0000000000e-04,4.662931007362e-01,6.114920e-08,True
20260906-124742,7cfda8cdc7345f93,2.8183829313e+00,1.0000000000e-04,4.662926149462e-01,7.105867e-08,True
20260906-124742,7cfda8cdc7345f93,3.1622776602e+00,1.0000000000e-04,4.662921023953e-01,8.079450e-08,True
20260906-124742,7cfda8cdc7345f93,3.5481338923e+00,1.0000000000e-04,4.662915608471e-01,9.245558e-08,True
20260906-124742,7cfda8cdc7345f93,3.9810717055e+00,1.0000000000e-04,4.662909893062e-01,1.054175e-07,True
20260906-124742,7cfda8cdc7345f93,4.4668359215e+00,1.0000000000e-04,4.662903864713e-01,1.197402e-07,True
20260906-124742,7cfda8cdc7345f93,5.0118723363e+00,1.0000000000e-04,4.662897510861e-01,1.353801e-07,True
20260906-124742,7cfda8cdc7345f93,5.6234132519e+00,1.0000000000e-04,4.662890819379e-01,1.517443e-07,True
20260906-124742,7cfda8cdc7345f93,6.3095734448e+00,1.0000000000e-04,4.662883779120e-01,1.702663e-07,True
20260906-124742,7cfda8cdc7345f93,7.0794578438e+00,1.0000000000e-04,4.662876380097e-01,1.890812e-07,True
20260906-124742,7cfda8cdc7345f93,7.9432823472e+00,1.0000000000e-04,4.662868614182e-01,2.082755e-07,True
20260906-124742,7cfda8cdc7345f93,8.9125093813e+00,1.0000000000e-04,4.662860475680e-01,2.264169e-07,True
20260906-124742,7cfda8cdc7345f93,1.0000000000e+01,1.0000000000e-04,4.662851961678e-01,2.449614e-07,True
20260906-124742,7cfda8cdc7345f93,1.1220184543e+01,1.0000000000e-04,4.662843073336e-01,2.603342e-07,True
20260906-124742,7cfda8cdc7345f93,1.2589254118e+01,1.0000000000e-04,4.662833816439e-01,2.717117e-07,True
20260906-124742,7cfda8cdc7345f93,1.4125375446e+01,1.0000000000e-04,4.662824202618e-01,2.769767e-07,True
20260906-124742,7cfda8cdc7345f93,1.5848931925e+01,1.0000000000e-04,4.662814250525e-01,2.734401e-07,True
20260906-124742,7cfda8cdc7345f93,1.7782794100e+01,1.0000000000e-04,4.662803986835e-01,2.577945e-07,True
20260906-124742,7cfda8cdc7345f93,1.9952623150e+01,1.0000000000e-04,4.662793447942e-01,2.259490e-07,True
20260906-124742,7cfda8cdc7345f93,2.2387211386e+01,1.0000000000e-04,4.662782680730e-01,1.730780e-07,True
20260906-124742,7cfda8cdc7345f93,2.5118864315e+01,1.0000000000e-04,4.662771743591e-01,9.357327e-08,True
20260906-124742,7cfda8cdc7345f93,2.8183829313e+01,1.0000000000e-04,4.662760707177e-01,1.880575e-08,False
20260906-124742,7cfda8cdc7345f93,3.1622776602e+01,1.0000000000e-04,4.662749653991e-01,1.707902e-07,True
20260906-124742,7cfda8cdc7345f93,3.5481338923e+01,1.0000000000e-04,4.662738679257e-01,3.695459e-07,True
20260906-124742,7cfda8cdc7345f93,3.9810717055e+01,1.0000000000e-04,4.662727885214e-01,6.213847e-07,True
20260906-124742,7cfda8cdc7345f93,4.4668359215e+01,1.0000000000e-04,4.662717381873e-01,9.320359e-07,True
20260906-124742,7cfda8cdc7345f93,5.0118723363e+01,1.0000000000e-04,4.662707280669e-01,1.305374e-06,True
20260906-124742,7cfda8cdc7345f93,5.6234132519e+01,1.0000000000e-04,4.662697689127e-01,1.742690e-06,True
20260906-124742,7cfda8cdc7345f93,6.3095734448e+01,1.0000000000e-04,4.662688704674e-01,2.241887e-06,True
20260906-124742,7cfda8cdc7345f93,7.0794578438e+01,1.0000000000e-04,4.662680408671e-01,2.797095e-06,True
20260906-124742,7cfda8cdc7345f93,7.9432823472e+01,1.0000000000e-04,4.662672861243e-01,3.398438e-06,True
20260906-124742,7cfda8cdc7345f93,8.9125093813e+01,1.0000000000e-04,4.662666097675e-01,4.032554e-06,True
20260906-124742,7cfda8cdc7345f93,1.0000000000e+02,1.0000000000e-04,4.662660127540e-01,4.683448e-06,True
20260906-124742,7cfda8cdc7345f93,1.1220184543e+02,1.0000000000e-04,4.662654936217e-01,5.334040e-06,True
20260906-124742,7cfda8cdc7345f93,1.2589254118e+02,1.0000000000e-04,4.662650488413e-01,5.967577e-06,True
20260906-124742,7cfda8cdc7345f93,1.4125375446e+02,1.0000000000e-04,4.662646733635e-01,6.569297e-06,True
20260906-124742,7cfda8cdc7345f93,1.5848931925e+02,1.0000000000e-04,4.662643611806e-01,7.127467e-06,True
20260906-124742,7cfda8cdc7345f93,1.7782794100e+02,1.0000000000e-04,4.662641059158e-01,7.634125e-06,True
20260906-124742,7cfda8cdc7345f93,1.9952623150e+02,1.0000000000e-04,4.662639012887e-01,8.084999e-06,True
20260906-124742,7cfda8cdc7345f93,2.2387211386e+02,1.0000000000e-04,4.662637415232e-01,8.479347e-06,True
20260906-124742,7cfda8cdc7345f93,2.5118864315e+02,1.0000000000e-04,4.662636216288e-01,8.819134e-06,True
20260906-124742,7cfda8cdc7345f93,2.8183829313e+02,1.0000000000e-04,4.662635375975e-01,9.108487e-06,True
20260906-124742,7cfda8cdc7345f93,3.1622776602e+02,1.0000000000e-04,4.662634865379e-01,9.352800e-06,True
